by,descendants,id,kids,score,time,title,type,url,text
voisin,0.0,40278912,,7,1715025997,ProPublica Wins Pulitzer Prize for Supreme Court Coverage,story,https://www.propublica.org/article/pulitzer-prize-announcement-propublica-supreme-court,
wglb,0.0,40261337,,20,1714867580,China sends a probe to get samples from the less-explored far side of the moon,story,https://phys.org/news/2024-05-china-probe-samples-explored-side.html,
pmalynin,6.0,40267997,"[40277163, 40271616]",14,1714940864,How the US Is Destroying Young People's Future – Scott Galloway – Ted [video],story,https://www.youtube.com/watch?v=qEJ4hkpQW8E,
mhb,0.0,40285159,,5,1715088310,A Year on Ozempic Taught Me We're Thinking About Obesity All Wrong,story,https://www.nytimes.com/2024/05/07/opinion/ozempic-weight-loss-drugs.html,
keepamovin,0.0,40270092,,15,1714956872,Nantucket newspaper trolls local Tesla Cybertruck for havoc on tony island,story,https://nypost.com/2024/05/05/us-news/nantucket-newspaper-trolls-tesla-cybertruck-as-it-wreaks-havoc-on-tony-island/,
mooreds,0.0,40270037,,10,1714956393,"In 'The Fall Guy,' stunts get the spotlight",story,https://text.npr.org/1248278143,
elorant,88.0,40264669,"[40265785, 40266282, 40266128, 40265726, 40269612, 40266417, 40266684, 40266632, 40266380, 40266592]",233,1714914960,First 'tooth regrowth medicine' to be tested in Japan from Sept. 2024,story,https://mainichi.jp/english/articles/20240503/p2a/00m/0sc/012000c,
lproven,0.0,40285082,,4,1715087839,"First 9front release of 2024 is DO NOT INSTALL, its most helpful codename yet",story,https://www.theregister.com/2024/05/07/9front_do_not_install/,
geox,1.0,40270003,[40271346],11,1714956057,CRISPR-GPT: An LLM Agent for Automated Design of Gene-Editing Experiments,story,https://www.biorxiv.org/content/10.1101/2024.04.25.591003v2,
mkmk,2.0,40268944,[40270695],5,1714946792,The London street bollards that are old cannons,story,https://stephenliddell.co.uk/2022/11/28/the-london-street-bollards-that-are-old-cannons/,
gulced,4.0,40261402,"[40261648, 40263152, 40261523]",24,1714868581,Winged lions through time and space,story,https://languagelog.ldc.upenn.edu/nll/?p=63820,
thelastgallon,28.0,40262059,"[40263858, 40262735, 40262520, 40263557, 40265618, 40262400]",43,1714879773,Elegant Wind Turbine Blades Made of Wood Can Outperform Composites,story,https://cleantechnica.com/2024/05/03/elegant-wind-turbine-blades-made-of-wood-can-outperform-composites/,
onatm,182.0,40274371,"[40275650, 40275671, 40274952, 40275528, 40275090, 40275050, 40275481, 40275570, 40275611, 40274836, 40276009, 40275243, 40275078, 40275575, 40274933, 40280113, 40274715, 40280693, 40275133, 40274880, 40275239, 40284624, 40275288, 40274724, 40275252, 40276059, 40275642, 40276790, 40277274, 40274897, 40274809, 40276228, 40275125, 40276521, 40274590, 40274822]",188,1715001934,Stack Overflow and OpenAI are partnering,story,https://stackoverflow.co/company/press/archive/openai-partnership/,
mooreds,0.0,40260937,,6,1714862965,100x Software Engineering (2023),story,https://betterstack.com/community/blog/100x-software-engineering/,
rcarmo,2.0,40263404,"[40265494, 40265189]",15,1714901477,Connect up to 4M.2 NVMe SSDs to a Raspberry Pi 5 with the Geekwork X1011 board,story,https://liliputing.com/connect-up-to-4-m-2-nvme-ssds-to-a-raspberry-pi-5-with-the-geekwork-x1011-boar/,
gulced,0.0,40269252,,10,1714948774,Monitoring the weather with an Arduino MKR WiFi 1010-based station,story,https://blog.arduino.cc/2024/05/05/monitoring-the-weather-with-an-arduino-mkr-wifi-1010-based-station/,
gulced,99.0,40264337,"[40266846, 40265208, 40265025, 40265105, 40264754, 40265315, 40266971, 40267645, 40266233, 40268875, 40266229, 40267304, 40266480, 40266794, 40265361, 40271196, 40275926]",177,1714912110,"A History of C Compilers – Part 1: Performance, Portability and Freedom",story,https://thechipletter.substack.com/p/a-history-of-c-compilers-part-1-performance,
resolutebat,1.0,40283324,[40283327],9,1715068179,China's Rise Is Reversing,story,https://www.ft.com/content/c10bd71b-e418-48d7-ad89-74c5783c51a2,
Netherland4TW,2.0,40276996,"[40281421, 40280995]",5,1715016096,Schools May Be Too Focused on Mental Health,story,https://www.nytimes.com/2024/05/06/health/mental-health-schools.html,
milliondreams,0.0,40259966,,3,1714853359,Flame: Factuality-Aware Alignment for Large Language Models,story,https://arxiv.org/abs/2405.01525,
SongofEarth,2.0,40270719,"[40271497, 40271584]",13,1714964056,The peculiar origins of the performance review and other HR bureaucracy,story,https://www.forbes.com/sites/yishanwong/2012/02/11/the-peculiar-origins-of-the-performance-review-and-other-hr-bureaucracy/,
hudsonetkin,22.0,40261935,"[40264350, 40262664, 40280914, 40263078, 40263110, 40270986, 40262747, 40262683, 40263606, 40261975, 40262959, 40262988, 40263083, 40262860, 40263216]",14,1714877672,is AI the future of learning?,story,,What do you think the personalized AI tutor everybody gets hyped about will actually look like or do? Do we have the capability already? is it even possible?
robblack,3.0,40270454,"[40270655, 40270864, 40271912]",5,1714960910,Generative AI will be designing new drugs on its own in near future,story,https://www.cnbc.com/2024/05/05/within-a-few-years-generative-ai-will-design-new-drugs-on-its-own.html,
classichasclass,1.0,40281538,[40281675],16,1715047428,Farm states push back on Biden's bird flu response,story,https://www.politico.com/news/2024/05/06/bird-flu-dairy-farms-cdc-00156119,
markuta,52.0,40263975,"[40264763, 40264544, 40264685, 40265184, 40275176, 40264926, 40294430, 40264945, 40265024, 40276491, 40275236, 40264877, 40275869, 40275773, 40264553, 40265102, 40264545]",73,1714907779,Rabbit R1 can be run on a Android device,story,https://www.androidauthority.com/rabbit-r1-bespoke-android-3439760/,
bdcravens,60.0,40275235,"[40276657, 40279399, 40278875, 40276681, 40276677, 40276581]",52,1715006381,Robinhood Crypto Gets Wells Notice from US SEC,story,https://www.reuters.com/business/finance/robinhood-crypto-gets-wells-notice-us-sec-2024-05-06/,
desperatecuban,38.0,40273243,"[40273561, 40273624, 40273676, 40273566, 40274078, 40273787, 40274475, 40273622, 40273581, 40273649, 40273634, 40273552, 40273542, 40274470, 40273537, 40273658, 40273595, 40273576, 40273736]",100,1714993362,Preview Builds of the Zed Editor Now Available for Linux,story,https://zed.dev/releases/preview,
LorenDB,0.0,40284278,,4,1715080893,Mastodon delays firm fix for link previews DDoSing sites,story,https://www.theregister.com/2024/05/06/mastodon_delays_fix_ddos/,
strombofulous,0.0,40269805,,8,1714953871,"LockBit's seized darknet site resurrected by police, teasing new revelations",story,https://therecord.media/lockbit-ransomware-gang-seized-site-reappears-teasing-new-information,
danny00,4.0,40271808,"[40275850, 40275935, 40275670, 40277726, 40275638]",24,1714977413,A collection of compiler optimizations with brief descriptions and examples,story,https://compileroptimizations.com/index.html,
hubraumhugo,23.0,40273824,"[40275719, 40275657, 40276138, 40275715, 40275897, 40275762, 40275775, 40275708, 40276066, 40275737]",24,1714998397,Anduril Announces Pulsar Family of AI-Enabled Electromagnetic Warfare Systems,story,https://www.anduril.com/article/anduril-announces-pulsar/,
siddharthgoel88,8.0,40277791,"[40278484, 40278531, 40278549, 40278547, 40278533]",24,1715019600,OpenAI API Partnership with Stack Overflow,story,https://openai.com/index/api-partnership-with-stack-overflow,
the-mitr,1.0,40264080,[40265316],12,1714909084,Destination Amaltheia – Soviet Science Fiction (1962),story,https://archive.org/details/destination-amalthea-flph-1962,
hkmaxpro,1.0,40283585,[40283850],6,1715071914,"China Hacked UK Ministry of Defence, Sky News Learns",story,https://news.sky.com/story/china-hacked-ministry-of-defence-sky-news-learns-13130757,
ofrzeta,1.0,40260616,[40267380],18,1714859927,The process of making a Japanese road bike at the Panasonic Bicycle Factory [video],story,https://www.youtube.com/watch?v=STmZdGNVil0,
MilnerRoute,3.0,40269055,"[40280783, 40270749, 40269056]",14,1714947536,'Retailers jacked up prices and squeezed consumers. They might have just blinked,story,https://www.cnn.com/2024/05/05/business/retailers-cutting-prices/index.html,
Michelangelo11,29.0,40260787,"[40263012, 40263407, 40264808, 40294264, 40263728, 40266234, 40264225, 40264147]",54,1714861519,I went to Yale—and I think two-parent families are more important than college,story,https://nypost.com/2024/02/17/us-news/foster-kid-who-went-to-yale-says-family-trumps-college/,
doctorshady,1.0,40291815,[40292060],4,1715117852,"TikTok and its Chinese owner sue US Government over ""foreign adversary"" law",story,https://arstechnica.com/tech-policy/2024/05/tiktok-and-its-chinese-owner-sue-us-government-over-foreign-adversary-law/,
rokkitmensch,200.0,40259196,"[40259493, 40259538, 40260115, 40259534, 40260224, 40259717, 40259410, 40260044, 40260610, 40267382, 40259708, 40259331, 40261173, 40261219, 40264694, 40260397, 40260619, 40259983, 40259919, 40259495, 40259628]",221,1714845173,Does the American Diabetes Association work for patients or companies?,story,https://www.theguardian.com/global/commentisfree/2024/may/02/american-diabetes-association-lawsuit,
petethomas,1.0,40270534,[40270848],6,1714961891,The space shuttle that never came home,story,https://www.washingtonpost.com/opinions/2024/05/02/adam-higginbotham-challenger-space-shuttle/,
gaws,1.0,40280750,"[40281748, 40280811]",7,1715039131,The 2024 Pulitzer Prize Winners and Finalists,story,https://www.pulitzer.org/prize-winners-by-year/2024,
atombender,0.0,40268572,,6,1714944354,Ask HN: Keyboard with same feel as Apple's butterfly keyboards?,story,,"I was one of the people who actually loved Apple&#x27;s ill-fated butterfly keyboards. They were super tactile and had really low travel; the keys were barely raised above the laptop surface. I don&#x27;t enjoy Apple&#x27;s current keyboards as much.<p>These days there are tons of niche players like Keychron making big, loud mechanical full-travel keyboards, whereas nobody seems to be nerding about slim, low-profile, chiclet-style keyboards. I&#x27;ve heard good things about Logitech&#x27;s MX Keys series, but the travel seems on par with Apple&#x27;s current keyboards.<p>I&#x27;m not necessarily after an actual butterfly keyboard, just one with the same feel."
wslh,14.0,40268151,"[40268637, 40270330, 40268159, 40270835, 40271492, 40268886, 40269026, 40274289]",20,1714941730,Buffett is hoarding $188B in cash in short term Tbills collecting 5.4%,story,https://twitter.com/gregcrennan/status/1787129139490968059,
rbanffy,0.0,40284060,,6,1715078096,China launches first Long March 6C rocket – SpaceNews,story,https://spacenews.com/china-launches-first-long-march-6c-rocket/,
wgx,20.0,40271980,"[40275673, 40276599, 40275555, 40275214, 40275625, 40272033]",21,1714979301,"1M homepages scanned, and 95% failed basic accessibility checks",story,https://webaim.org/projects/million/#errors,
rbanffy,1.0,40265864,[40265878],5,1714925158,"Killer Asteroid Hunters Spot 27,500 Overlooked Space Rocks",story,https://www.nytimes.com/2024/04/30/science/killer-asteroids-algorithm.html,
LVB,42.0,40276515,"[40279846, 40277624, 40278355, 40280114, 40280571, 40278218, 40279278, 40277927, 40280728, 40279404, 40279017, 40279875, 40283179, 40278911, 40278683, 40280395, 40278154, 40277722, 40278767, 40277749, 40279423, 40279832, 40278434, 40278724, 40277540, 40282821, 40277400, 40279366, 40279457, 40279826, 40278125]",44,1715013466,Ask HN: Good sources of math exercises for ~10-17 y/o?,story,,"I have two kids, 10 &amp; 12, and I&#x27;d like to provide them with some math homework that is at least somewhat tracking their current and upcoming &quot;Common Core&quot; work. The school isn&#x27;t assigning any homework, and I am disappointed at how thin their knowledge of the topics is despite getting good grades. The market, both online and in print, is awash with material, but much of it is really poor quality. Often it is trying way too hard to put some new&#x2F;cute&#x2F;fun spin on topics that really just need pen, paper, and practice. So many videos, contrived stories, artwork, ... my kid is 12, not 5.<p>Looking for any sites or book series folks have found useful. Ideally, these would be printable since they have to show their work on tests and are quite weak at this, especially with so much of their work exclusively on Chromebooks."
chris1993,1.0,40269415,[40284141],9,1714950111,Google Cloud issue takes UniSuper 600k customers offline,story,https://www.itnews.com.au/news/unisuper-points-finger-at-google-cloud-for-lengthy-service-outage-607662,
danso,146.0,40276012,"[40277056, 40277402, 40277300, 40277318, 40277026, 40277473, 40277451, 40277297, 40279758, 40277069, 40277358, 40277632, 40277292, 40277678, 40280440, 40277131, 40277071, 40279187, 40277797, 40277038, 40277522, 40277171, 40277063, 40277139, 40278608, 40277233, 40277037, 40276311, 40279373]",120,1715010599,How to escape Honda's privacy hell,story,https://sherwood.news/tech/how-to-opt-out-of-the-privacy-nightmare-that-comes-factory-installed-in-new/,
Brajeshwar,2.0,40265008,"[40270137, 40265054]",7,1714918053,Experts Discuss the Dark Likelihood of 'Abandoned' Brain Implant Technology,story,https://www.sciencealert.com/experts-discuss-the-dark-likelihood-of-abandoned-brain-implant-technology,
throwoutway,1.0,40281679,[40281708],4,1715048614,Planned crewed launch of Boeing's Starliner spacecraft scrubbed,story,https://www.cbsnews.com/news/boeing-starliner-launch-space-station-crew/,
paulpauper,6.0,40268169,"[40272419, 40268619, 40269880, 40268536, 40268319, 40268544]",6,1714941884,Drunken-Driving Deaths Are Up. Why Are DUI Arrests Down?,story,https://www.wsj.com/us-news/drunk-driving-deaths-rise-dui-arrests-down-92d53ea7,
tech234a,209.0,40271104,"[40271689, 40271214, 40274748, 40271269, 40273246, 40275130, 40271499, 40271207, 40271410, 40271203, 40271252, 40275005, 40271395, 40271629, 40276198, 40271194, 40276200, 40276196, 40271540, 40275314, 40275497, 40271275]",168,1714969139,Helldivers 2 PSN account linking update will not be moving forward,story,https://twitter.com/PlayStation/status/1787331667616829929,
giraffe_lady,2.0,40281092,"[40284712, 40286095]",11,1715042525,I Read Everything Elon Musk Posted for a Week,story,https://www.motherjones.com/politics/2024/05/i-read-everything-elon-musk-posted-for-a-week-send-help/,
kiyanwang,1.0,40266837,[40267362],14,1714932272,Cognitive Load for Knowledge Work,story,https://mattwynne.net/cognitive-load-for-knowledge-work,
Brajeshwar,21.0,40276458,"[40276723, 40276531, 40276541, 40277849, 40286091, 40276505]",38,1715012992,Apple's iPhone Spyware Problem Is Getting Worse,story,https://www.wired.com/story/apple-iphone-spyware-101/,
mvip,15.0,40266178,"[40267342, 40268396, 40267075, 40266899, 40273037, 40267874, 40267002]",28,1714927426,My Home Server Journey – From Raspberry Pi to Ryzen,story,https://blog.viktorpetersson.com/2024/05/04/home-server-journey.html,
mfiguiere,3.0,40277610,"[40278251, 40278627, 40278326]",34,1715018841,"MIT 6.S191: Recurrent Neural Networks, Transformers, and Attention [video]",story,https://www.youtube.com/watch?v=dqoEU9Ac3ek,
pndy,1.0,40265365,[40270012],6,1714921167,Economy Coffin,story,https://en.wikipedia.org/wiki/Economy_coffin,
Brajeshwar,1.0,40265009,[40268231],5,1714918061,Advanced 'high-density waterless hydro' energy plant gets green light,story,https://newatlas.com/energy/waterless-hydro-energy-storage-devon/,
AdilZtn,0.0,40272045,,23,1714979879,LeRobot: Machine Learning for Real-World Robotics in PyTorch,story,https://github.com/huggingface/lerobot,
timschmidt,0.0,40261526,[40262903],32,1714870454,Unveiling secrets of the ESP32 part 2: reverse engineering RX,story,https://zeus.ugent.be/blog/23-24/esp32-reverse-engineering-continued/,
imichael,1.0,40269930,[40278350],6,1714955285,The Management Guru Who Knows Why Nothing Works,story,https://www.bloomberg.com/opinion/articles/2024-05-05/the-forgotten-management-guru-who-knows-why-nothing-works,
hovden,0.0,40269825,,6,1714954150,Breakthrough Achieved in Nanometer-Resolution Imaging of 3D Chemistry,story,https://science.slashdot.org/story/24/05/04/2350234/breakthrough-achieved-in-nanometer-resolution-imaging-of-3d-chemistry,
gulced,232.0,40273598,"[40273996, 40274802, 40274023, 40273998, 40274238, 40274025, 40274280, 40273965, 40278786, 40275616, 40293134, 40274164, 40273931, 40275196, 40276729, 40273967, 40277494, 40276187, 40275283, 40273940, 40275359, 40274079, 40273955, 40274004, 40273946, 40275258, 40276239, 40275780]",306,1714996863,NYU professors who defended vaping didn't disclose ties to Juul,story,https://www.statnews.com/2024/05/06/juul-vaping-advocates-nyu-professors-non-disclosed-conflict-interest/,
latexr,5.0,40279774,"[40284334, 40280170, 40280175, 40280212, 40280155]",14,1715031361,Using DuckDB to seamlessly query a large parquet file over HTTP,story,https://www.marginalia.nu/log/a_105_duckdb_parquet/,
gulced,0.0,40281789,,6,1715049687,Google sues CRTC to have YouTube ad revenue exempted from regulatory fees,story,https://financialpost.com/technology/google-sues-crtc-youtube-ad-revenue,
shaldengeki,1.0,40265774,"[40276674, 40276690]",8,1714924460,Histograms worked,story,https://brandur.org/fragments/histograms-worked,
frereubu,1.0,40268553,[40269036],5,1714944213,Yorkshire apostrophe fans demand road signs with nowt taken out,story,https://www.theguardian.com/uk-news/article/2024/may/05/north-yorkshires-dropped-apostrophe-for-street-signs-upsets-residents,
tosh,38.0,40268463,"[40269080, 40269182, 40269429, 40269071, 40268929, 40269110, 40268876, 40268707, 40269201, 40268804, 40272333, 40269021, 40269531]",70,1714943692,Alan Kay on Donald Knuth,story,https://twitter.com/fermatslibrary/status/1787105220268380448/photo/1,
nfriedly,10.0,40279926,"[40279967, 40282283, 40280166]",26,1715032319,Framework Laptop EC Driver Being Prepared for Linux,story,https://www.phoronix.com/news/Framework-Laptop-EC-Driver,
petethomas,0.0,40270478,,11,1714961213,Tech layoffs cross 70k in April 2024,story,https://timesofindia.indiatimes.com/technology/tech-news/tech-layoffs-cross-70000-in-april-2024-google-apple-intel-amazon-and-these-companies-cut-hundreds-of-jobs/articleshow/109750185.cms,
ZuckMusk,0.0,40276377,,9,1715012503,Tesla launches another round of layoffs,story,https://electrek.co/2024/05/06/tesla-tsla-launches-another-round-layoffs/,
thunderbong,20.0,40262056,"[40265207, 40263280, 40264478, 40263921, 40263507, 40265440, 40265528, 40273766, 40265381]",43,1714879689,The Guide to Git I Never Had,story,https://glasskube.dev/guides/git/,
harambae,7.0,40278532,"[40280582, 40278655]",13,1715023507,China makes cheap electric vehicles. Why can't American shoppers buy them?,story,https://www.npr.org/2024/05/06/1248065838/cheap-chinese-evs-us-buy-byd-electric-vehicles,
edward,0.0,40279864,[40280621],23,1715031976,Boeing faces new probe over 787 inspection doubts,story,https://www.bbc.com/news/business-68966894,
wslh,0.0,40272791,,5,1714987889,Gateway to Hell': Turkmenistan urged to plug gas leaks driving climate change,story,https://www.france24.com/en/asia-pacific/20230618-gateway-to-hell-turkmenistan-urged-to-plug-gas-leaks-driving-climate-change,
marban,8.0,40276362,"[40278813, 40278510, 40280447, 40278441, 40278664, 40278997, 40278812, 40278952]",24,1715012429,The Collapse of the News Industry Is Taking Its Soul Down with It,story,https://www.politico.com/news/magazine/2024/05/06/media-journalism-swagger-00154659,
benfreu,13.0,40263692,[40265245],29,1714904693,Denying Russia's Only Strategy for Success,story,https://www.understandingwar.org/backgrounder/denying-russia%E2%80%99s-only-strategy-success,
alex_young,28.0,40260347,"[40260516, 40260722, 40260468, 40260538, 40262436, 40262445, 40260505]",38,1714857395,Rebel 'Star Wars' fans saved the original movies,story,https://www.nytimes.com/2024/05/03/arts/star-wars-films-george-lucas.html,
batmaniam,1.0,40269792,[40269807],10,1714953778,"Firefox user lose 7,470 tabs saved over 2 years after they can't restore session",story,https://www.tomshardware.com/software/mozilla-firefox/firefox-user-loses-7470-opened-tabs-saved-over-two-years-after-they-cant-restore-browsing-session,
bill38,0.0,40263403,,5,1714901465,Mars Express animated movie review,story,https://www.theverge.com/24146379/mars-express-review-animated-sci-fi-gkids,
otuutti,0.0,40259713,,6,1714850695,Discovery in Teleportation Research,story,https://www.utu.fi/en/news/press-release/significant-new-discovery-in-teleportation-research-noise-can-improve-the,
ek750,3.0,40265736,"[40266074, 40266498, 40266590, 40269069]",12,1714924154,Randy Travis's New Song Recreates His Voice with AI Technology,story,https://www.rollingstone.com/music/music-country/randy-travis-releases-ai-song-1235014871/,
georgecmu,39.0,40265678,"[40267957, 40267019, 40267020, 40278091, 40266996, 40266742, 40268538, 40266645, 40266966, 40266834, 40266803, 40266835]",25,1714923831,The Runners Who Went So Hard They Were Never the Same,story,https://www.outsideonline.com/podcast/overtraining-syndrome-science/,
snats,0.0,40259005,,11,1714843152,Curse of Dimensionality,story,https://en.wikipedia.org/wiki/Curse_of_dimensionality,
unixhero,5.0,40278656,"[40279139, 40279135]",15,1715024242,T2 Linux 24.5 Released for 25 architectures,story,https://t2sde.org/releases/24.5.html,
